path,label,split,group,parentA,alpha
train/morph/morph_train_058.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_031_dlib_bald_guys_t869x113.png,0.4
train/morph/morph_train_059.png,morph,train,dlib_2007_007763+dlib_bald_guys,face_000_dlib_2007_007763.png,0.6
train/morph/morph_train_060.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_027_dlib_bald_guys_t337x252.png,0.6
train/morph/morph_train_061.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_016_dlib_bald_guys.png,0.7
train/morph/morph_train_062.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_024_dlib_bald_guys_t324x462.png,0.4
train/morph/morph_train_063.png,morph,train,dlib_2008_001322+dlib_bald_guys,face_005_dlib_2008_001322.png,0.6
train/morph/morph_train_064.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_035_dlib_bald_guys_t69x699.png,0.6
train/morph/morph_train_065.png,morph,train,dlib_2008_001322+dlib_bald_guys,face_005_dlib_2008_001322.png,0.6
train/morph/morph_train_066.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_044_dlib_bald_guys_t752x1246.png,0.3
train/morph/morph_train_067.png,morph,train,dlib_2008_001322+dlib_2008_002079,face_005_dlib_2008_001322.png,0.3
train/morph/morph_train_068.png,morph,train,dlib_2008_001322+dlib_bald_guys,face_004_dlib_2008_001322.png,0.5
train/morph/morph_train_069.png,morph,train,dlib_2008_002079+dlib_bald_guys,face_006_dlib_2008_002079.png,0.4
train/morph/morph_train_070.png,morph,train,dlib_2008_001009+dlib_bald_guys,face_002_dlib_2008_001009.png,0.6
train/morph/morph_train_071.png,morph,train,dlib_2007_007763+dlib_bald_guys,face_000_dlib_2007_007763.png,0.4
train/morph/morph_train_072.png,morph,train,dlib_2008_002506+dlib_bald_guys,face_009_dlib_2008_002506.png,0.5
train/morph/morph_train_073.png,morph,train,dlib_2008_002506+dlib_bald_guys,face_009_dlib_2008_002506.png,0.7
train/morph/morph_train_074.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_037_dlib_bald_guys_t49x990.png,0.5
train/morph/morph_train_075.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_026_dlib_bald_guys_t57x393.png,0.6
train/morph/morph_train_076.png,morph,train,dlib_2008_002506+dlib_bald_guys,face_008_dlib_2008_002506.png,0.7
train/morph/morph_train_077.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_032_dlib_bald_guys_t874x411.png,0.7
train/morph/morph_train_078.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_026_dlib_bald_guys_t57x393.png,0.5
train/morph/morph_train_079.png,morph,train,dlib_2008_002506+dlib_bald_guys,face_007_dlib_2008_002506.png,0.6
train/morph/morph_train_080.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_017_dlib_bald_guys.png,0.7
train/morph/morph_train_081.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_034_dlib_bald_guys_t1824x443.png,0.5
train/morph/morph_train_082.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_015_dlib_bald_guys.png,0.5
train/morph/morph_train_083.png,morph,train,dlib_2007_007763+dlib_bald_guys,face_000_dlib_2007_007763.png,0.6
train/morph/morph_train_084.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_026_dlib_bald_guys_t57x393.png,0.5
train/morph/morph_train_085.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_029_dlib_bald_guys_t559x443.png,0.5
train/morph/morph_train_086.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_037_dlib_bald_guys_t49x990.png,0.5
train/morph/morph_train_087.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_034_dlib_bald_guys_t1824x443.png,0.4
train/morph/morph_train_088.png,morph,train,dlib_2008_001322+dlib_bald_guys,face_004_dlib_2008_001322.png,0.3
train/morph/morph_train_089.png,morph,train,dlib_2008_002506+dlib_bald_guys,face_009_dlib_2008_002506.png,0.4
train/morph/morph_train_090.png,morph,train,dlib_2008_001322+dlib_bald_guys,face_004_dlib_2008_001322.png,0.5
train/morph/morph_train_091.png,morph,train,dlib_2008_002506+dlib_bald_guys,face_007_dlib_2008_002506.png,0.3
train/morph/morph_train_092.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_015_dlib_bald_guys.png,0.7
train/morph/morph_train_093.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_040_dlib_bald_guys_t1107x1065.png,0.4
train/morph/morph_train_094.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_027_dlib_bald_guys_t337x252.png,0.4
train/morph/morph_train_095.png,morph,train,dlib_2007_007763+dlib_2008_001322,face_000_dlib_2007_007763.png,0.4
train/morph/morph_train_096.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_044_dlib_bald_guys_t752x1246.png,0.6
train/morph/morph_train_097.png,morph,train,dlib_2008_001009+dlib_bald_guys,face_001_dlib_2008_001009.png,0.5
train/morph/morph_train_098.png,morph,train,dlib_2008_001322+dlib_bald_guys,face_005_dlib_2008_001322.png,0.7
train/morph/morph_train_099.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_034_dlib_bald_guys_t1824x443.png,0.7
train/morph/morph_train_100.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_024_dlib_bald_guys_t324x462.png,0.7
train/morph/morph_train_101.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_026_dlib_bald_guys_t57x393.png,0.5
train/morph/morph_train_102.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_038_dlib_bald_guys_t752x818.png,0.3
train/morph/morph_train_103.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_039_dlib_bald_guys_t1046x756.png,0.4
train/morph/morph_train_104.png,morph,train,dlib_2008_001322+dlib_bald_guys,face_003_dlib_2008_001322.png,0.5
train/morph/morph_train_105.png,morph,train,dlib_2008_001322+dlib_bald_guys,face_005_dlib_2008_001322.png,0.4
train/morph/morph_train_106.png,morph,train,dlib_2008_002506+dlib_bald_guys,face_009_dlib_2008_002506.png,0.5
train/morph/morph_train_107.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_031_dlib_bald_guys_t869x113.png,0.4
train/morph/morph_train_108.png,morph,train,dlib_2007_007763+dlib_2008_002506,face_000_dlib_2007_007763.png,0.5
train/morph/morph_train_109.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_026_dlib_bald_guys_t57x393.png,0.3
train/morph/morph_train_110.png,morph,train,dlib_2008_002506+dlib_bald_guys,face_008_dlib_2008_002506.png,0.7
train/morph/morph_train_111.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_015_dlib_bald_guys.png,0.4
train/morph/morph_train_112.png,morph,train,dlib_2008_001009+dlib_bald_guys,face_002_dlib_2008_001009.png,0.5
train/morph/morph_train_113.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_032_dlib_bald_guys_t874x411.png,0.3
train/morph/morph_train_114.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_028_dlib_bald_guys_t60x80.png,0.3
train/morph/morph_train_115.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_017_dlib_bald_guys.png,0.7
train/morph/morph_train_116.png,morph,train,dlib_2008_002506+dlib_bald_guys,face_007_dlib_2008_002506.png,0.5
train/morph/morph_train_117.png,morph,train,dlib_2007_007763+dlib_bald_guys,face_000_dlib_2007_007763.png,0.4
train/morph/morph_train_118.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_029_dlib_bald_guys_t559x443.png,0.6
train/morph/morph_train_119.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_035_dlib_bald_guys_t69x699.png,0.3
train/morph/morph_train_120.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_043_dlib_bald_guys_t338x1219.png,0.3
train/morph/morph_train_121.png,morph,train,dlib_2008_001009+dlib_2008_002079,face_001_dlib_2008_001009.png,0.7
train/morph/morph_train_122.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_025_dlib_bald_guys_t337x59.png,0.5
train/morph/morph_train_123.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_035_dlib_bald_guys_t69x699.png,0.6
train/morph/morph_train_124.png,morph,train,dlib_2007_007763+dlib_bald_guys,face_000_dlib_2007_007763.png,0.6
train/morph/morph_train_125.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_032_dlib_bald_guys_t874x411.png,0.6
train/morph/morph_train_126.png,morph,train,dlib_2007_007763+dlib_bald_guys,face_000_dlib_2007_007763.png,0.5
train/morph/morph_train_127.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_033_dlib_bald_guys_t1453x131.png,0.4
train/morph/morph_train_128.png,morph,train,dlib_2008_002079+dlib_bald_guys,face_006_dlib_2008_002079.png,0.3
train/morph/morph_train_129.png,morph,train,dlib_bald_guys+dlib_bald_guys,face_024_dlib_bald_guys_t324x462.png,0.5
test/real/face_010_dlib_2008_004176.png,real,test,dlib_2008_004176,,
test/real/face_011_dlib_2008_007676.png,real,test,dlib_2008_007676,,
test/real/face_012_dlib_2008_007676.png,real,test,dlib_2008_007676,,
test/real/face_013_dlib_2009_004587.png,real,test,dlib_2009_004587,,
test/real/face_014_dlib_2009_004587.png,real,test,dlib_2009_004587,,
test/real/face_018_fr_biden.png,real,test,fr_biden,,
test/real/face_019_fr_obama.png,real,test,fr_obama,,
test/real/face_020_fr_obama2.png,real,test,fr_obama2,,
test/real/face_021_fr_two_people.png,real,test,fr_two_people,,
test/real/face_022_fr_two_people.png,real,test,fr_two_people,,
test/real/face_023_opencv_lena.png,real,test,opencv_lena,,
test/morph/morph_test_000.png,morph,test,dlib_2009_004587+fr_two_people,face_013_dlib_2009_004587.png,0.4
test/morph/morph_test_001.png,morph,test,dlib_2008_007676+dlib_2009_004587,face_011_dlib_2008_007676.png,0.5
test/morph/morph_test_002.png,morph,test,dlib_2008_007676+dlib_2008_007676,face_011_dlib_2008_007676.png,0.5
test/morph/morph_test_003.png,morph,test,dlib_2009_004587+fr_two_people,face_014_dlib_2009_004587.png,0.6
test/morph/morph_test_004.png,morph,test,fr_obama+opencv_lena,face_019_fr_obama.png,0.3
test/morph/morph_test_005.png,morph,test,dlib_2009_004587+opencv_lena,face_014_dlib_2009_004587.png,0.4
test/morph/morph_test_006.png,morph,test,fr_obama2+fr_two_people,face_020_fr_obama2.png,0.5
test/morph/morph_test_007.png,morph,test,dlib_2008_007676+fr_two_people,face_011_dlib_2008_007676.png,0.7
test/morph/morph_test_008.png,morph,test,dlib_2008_004176+dlib_2008_007676,face_010_dlib_2008_004176.png,0.4
test/morph/morph_test_009.png,morph,test,dlib_2008_007676+dlib_2009_004587,face_011_dlib_2008_007676.png,0.6
test/morph/morph_test_010.png,morph,test,dlib_2008_007676+fr_biden,face_012_dlib_2008_007676.png,0.3
test/morph/morph_test_011.png,morph,test,dlib_2008_007676+fr_two_people,face_011_dlib_2008_007676.png,0.7
test/morph/morph_test_012.png,morph,test,fr_two_people+opencv_lena,face_022_fr_two_people.png,0.4
test/morph/morph_test_013.png,morph,test,dlib_2008_007676+dlib_2009_004587,face_012_dlib_2008_007676.png,0.4
test/morph/morph_test_014.png,morph,test,dlib_2009_004587+fr_two_people,face_014_dlib_2009_004587.png,0.5
test/morph/morph_test_015.png,morph,test,dlib_2008_004176+dlib_2009_004587,face_010_dlib_2008_004176.png,0.4
test/morph/morph_test_016.png,morph,test,dlib_2008_004176+fr_two_people,face_010_dlib_2008_004176.png,0.3
test/morph/morph_test_017.png,morph,test,dlib_2008_007676+fr_obama2,face_012_dlib_2008_007676.png,0.3
test/morph/morph_test_018.png,morph,test,dlib_2008_004176+fr_obama2,face_010_dlib_2008_004176.png,0.4
test/morph/morph_test_019.png,morph,test,fr_biden+opencv_lena,face_018_fr_biden.png,0.5
test/morph/morph_test_020.png,morph,test,dlib_2008_007676+fr_obama,face_012_dlib_2008_007676.png,0.7
test/morph/morph_test_021.png,morph,test,dlib_2008_004176+dlib_2008_007676,face_010_dlib_2008_004176.png,0.7
test/morph/morph_test_022.png,morph,test,fr_obama+fr_two_people,face_019_fr_obama.png,0.5
test/morph/morph_test_023.png,morph,test,fr_biden+fr_obama2,face_018_fr_biden.png,0.6
test/morph/morph_test_024.png,morph,test,fr_obama2+fr_two_people,face_020_fr_obama2.png,0.3
test/morph/morph_test_025.png,morph,test,dlib_2008_007676+fr_biden,face_011_dlib_2008_007676.png,0.6
test/morph/morph_test_026.png,morph,test,dlib_2008_007676+opencv_lena,face_011_dlib_2008_007676.png,0.5
test/morph/morph_test_027.png,morph,test,dlib_2009_004587+dlib_2009_004587,face_013_dlib_2009_004587.png,0.6
test/morph/morph_test_028.png,morph,test,fr_biden+fr_two_people,face_018_fr_biden.png,0.5
test/morph/morph_test_029.png,morph,test,dlib_2009_004587+fr_biden,face_014_dlib_2009_004587.png,0.7
test/morph/morph_test_030.png,morph,test,dlib_2009_004587+fr_obama,face_013_dlib_2009_004587.png,0.7
test/morph/morph_test_031.png,morph,test,dlib_2009_004587+fr_biden,face_013_dlib_2009_004587.png,0.6
test/morph/morph_test_032.png,morph,test,dlib_2008_007676+fr_two_people,face_012_dlib_2008_007676.png,0.6
test/morph/morph_test_033.png,morph,test,dlib_2009_004587+opencv_lena,face_013_dlib_2009_004587.png,0.3
test/morph/morph_test_034.png,morph,test,dlib_2008_007676+fr_obama,face_011_dlib_2008_007676.png,0.7
test/morph/morph_test_035.png,morph,test,dlib_2008_007676+opencv_lena,face_012_dlib_2008_007676.png,0.3
test/morph/morph_test_036.png,morph,test,dlib_2009_004587+fr_obama,face_014_dlib_2009_004587.png,0.6
test/morph/morph_test_037.png,morph,test,fr_two_people+opencv_lena,face_021_fr_two_people.png,0.5
test/morph/morph_test_038.png,morph,test,dlib_2008_007676+fr_obama2,face_011_dlib_2008_007676.png,0.7
test/morph/morph_test_039.png,morph,test,dlib_2008_004176+fr_obama,face_010_dlib_2008_004176.png,0.5
